municipality_id,treated,supplement,month,incidents
19,1,0,2025-07,43.84
19,1,0,2025-08,43.91
19,1,0,2025-09,36.71
19,1,0,2025-10,36.89
19,1,0,2025-11,37.7
19,1,0,2025-12,35.55
19,1,0,2026-01,42.21
19,1,0,2026-02,36.87
19,1,0,2026-03,39.92
19,1,0,2026-04,33.73
19,1,0,2026-05,37.15
19,1,0,2026-06,32.47
19,1,0,2026-07,35.54
19,1,0,2026-08,35.7
19,1,0,2026-09,33.48
19,1,0,2026-10,31.33
19,1,0,2026-11,30.99
19,1,0,2026-12,32.93
19,1,0,2027-01,29.44
19,1,0,2027-02,35.15
20,0,0,2023-01,38.46
20,0,0,2023-02,34.97
20,0,0,2023-03,35.06
20,0,0,2023-04,34.79
20,0,0,2023-05,37.35
20,0,0,2023-06,43.1
20,0,0,2023-07,38.15
20,0,0,2023-08,33.42
20,0,0,2023-09,35.31
20,0,0,2023-10,40.62
20,0,0,2023-11,34.28
20,0,0,2023-12,36.33
20,0,0,2024-01,35.21
20,0,0,2024-02,42.84
20,0,0,2024-03,38.59
20,0,0,2024-04,38.41
20,0,0,2024-05,41.61
20,0,0,2024-06,40.4
20,0,0,2024-07,40.25
20,0,0,2024-08,38.22
20,0,0,2024-09,44.89
20,0,0,2024-10,40.46
20,0,0,2024-11,33.34
20,0,0,2024-12,40.26
20,0,0,2025-01,37.43
20,0,0,2025-02,40.69
20,0,0,2025-03,38.52
20,0,0,2025-04,40.59
20,0,0,2025-05,37.87
20,0,0,2025-06,38.38
20,0,0,2025-07,33.54
20,0,0,2025-08,35.95
20,0,0,2025-09,33.93
20,0,0,2025-10,37.07
20,0,0,2025-11,37.04
20,0,0,2025-12,35.72
20,0,0,2026-01,40.38
20,0,0,2026-02,42.04
20,0,0,2026-03,38.37
20,0,0,2026-04,37.11
20,0,0,2026-05,36.77
20,0,0,2026-06,37.31
20,0,0,2026-07,40.16
20,0,0,2026-08,42.28
20,0,0,2026-09,40.14
20,0,0,2026-10,35.52
20,0,0,2026-11,40.46
20,0,0,2026-12,35.5
20,0,0,2027-01,36.74
20,0,0,2027-02,37.61
21,0,0,2023-01,32.66
21,0,0,2023-02,29.37
21,0,0,2023-03,33.17
21,0,0,2023-04,30.47
21,0,0,2023-05,34.87
21,0,0,2023-06,28.04
21,0,0,2023-07,22.47
21,0,0,2023-08,29.49
21,0,0,2023-09,29.32
21,0,0,2023-10,26.79
21,0,0,2023-11,21.85
21,0,0,2023-12,30.29
21,0,0,2024-01,33.83
21,0,0,2024-02,28.66
21,0,0,2024-03,31.18
21,0,0,2024-04,32.51
21,0,0,2024-05,36.3
21,0,0,2024-06,29.16
21,0,0,2024-07,31.87
21,0,0,2024-08,29.88
21,0,0,2024-09,25.78
21,0,0,2024-10,35.63
21,0,0,2024-11,26.56
21,0,0,2024-12,23.44
21,0,0,2025-01,31.92
21,0,0,2025-02,29.41
21,0,0,2025-03,25.51
21,0,0,2025-04,33.82
21,0,0,2025-05,27.2
21,0,0,2025-06,24.83
21,0,0,2025-07,38.51
21,0,0,2025-08,29.72
21,0,0,2025-09,29.79
21,0,0,2025-10,32.38
21,0,0,2025-11,27.65
21,0,0,2025-12,31.3
21,0,0,2026-01,35.73
21,0,0,2026-02,30.12
21,0,0,2026-03,29.97
21,0,0,2026-04,28.33
21,0,0,2026-05,30.89
21,0,0,2026-06,30.41
21,0,0,2026-07,32.38
21,0,0,2026-08,26.17
21,0,0,2026-09,24.35
21,0,0,2026-10,28.94
21,0,0,2026-11,28.57
21,0,0,2026-12,28.58
21,0,0,2027-01,26.86
21,0,0,2027-02,26.28
22,0,0,2023-01,28.16
22,0,0,2023-02,33.63
22,0,0,2023-03,24.05
22,0,0,2023-04,26.51
22,0,0,2023-05,28.65
22,0,0,2023-06,23.44
22,0,0,2023-07,26.58
22,0,0,2023-08,21.21
22,0,0,2023-09,28.91
22,0,0,2023-10,21.28
22,0,0,2023-11,18.59
22,0,0,2023-12,28.42
22,0,0,2024-01,30.25
22,0,0,2024-02,28.55
22,0,0,2024-03,21.91
22,0,0,2024-04,29.14
22,0,0,2024-05,26.42
22,0,0,2024-06,27.62
22,0,0,2024-07,31.74
22,0,0,2024-08,22.79
22,0,0,2024-09,27.53
22,0,0,2024-10,24.46
22,0,0,2024-11,25.42
22,0,0,2024-12,28.08
22,0,0,2025-01,29.08
22,0,0,2025-02,36.07
22,0,0,2025-03,23.8
22,0,0,2025-04,29.59
22,0,0,2025-05,31.84
22,0,0,2025-06,31.12
22,0,0,2025-07,24.2
22,0,0,2025-08,25.7
22,0,0,2025-09,21.38
22,0,0,2025-10,28.79
22,0,0,2025-11,22.25
22,0,0,2025-12,22.0
22,0,0,2026-01,26.36
22,0,0,2026-02,25.54
22,0,0,2026-03,27.45
22,0,0,2026-04,31.8
22,0,0,2026-05,25.8
22,0,0,2026-06,29.58
22,0,0,2026-07,26.13
22,0,0,2026-08,27.08
22,0,0,2026-09,23.94
22,0,0,2026-10,27.82
22,0,0,2026-11,26.86
22,0,0,2026-12,30.33
22,0,0,2027-01,23.28
22,0,0,2027-02,25.39
23,0,0,2023-01,27.86
23,0,0,2023-02,25.81
23,0,0,2023-03,25.1
23,0,0,2023-04,31.62
23,0,0,2023-05,26.48
23,0,0,2023-06,21.14
23,0,0,2023-07,27.4
23,0,0,2023-08,22.87
23,0,0,2023-09,26.13
23,0,0,2023-10,25.32
23,0,0,2023-11,24.38
23,0,0,2023-12,26.34
23,0,0,2024-01,28.12
23,0,0,2024-02,31.08
23,0,0,2024-03,27.8
23,0,0,2024-04,30.2
23,0,0,2024-05,22.68
23,0,0,2024-06,30.11
23,0,0,2024-07,28.46
23,0,0,2024-08,26.01
23,0,0,2024-09,30.88
23,0,0,2024-10,23.12
23,0,0,2024-11,24.55
23,0,0,2024-12,26.77
23,0,0,2025-01,31.76
23,0,0,2025-02,28.78
23,0,0,2025-03,28.24
23,0,0,2025-04,25.34
23,0,0,2025-05,29.68
23,0,0,2025-06,22.55
23,0,0,2025-07,29.25
23,0,0,2025-08,23.42
23,0,0,2025-09,25.07
23,0,0,2025-10,21.87
23,0,0,2025-11,28.57
23,0,0,2025-12,28.97
23,0,0,2026-01,27.42
23,0,0,2026-02,28.2
23,0,0,2026-03,29.63
23,0,0,2026-04,26.68
23,0,0,2026-05,26.39
23,0,0,2026-06,31.13
23,0,0,2026-07,25.98
23,0,0,2026-08,28.05
23,0,0,2026-09,23.74
23,0,0,2026-10,23.79
23,0,0,2026-11,22.77
23,0,0,2026-12,20.26
23,0,0,2027-01,24.84
23,0,0,2027-02,26.91
24,0,0,2023-01,34.22
24,0,0,2023-02,38.75
24,0,0,2023-03,34.23
24,0,0,2023-04,38.68
24,0,0,2023-05,38.76
24,0,0,2023-06,33.36
24,0,0,2023-07,41.44
24,0,0,2023-08,40.86
24,0,0,2023-09,34.87
24,0,0,2023-10,37.33
24,0,0,2023-11,40.49
24,0,0,2023-12,36.1
24,0,0,2024-01,34.73
24,0,0,2024-02,40.89
24,0,0,2024-03,43.17
24,0,0,2024-04,39.76
24,0,0,2024-05,45.03
24,0,0,2024-06,41.47
24,0,0,2024-07,38.95
24,0,0,2024-08,37.18
24,0,0,2024-09,36.12
24,0,0,2024-10,38.02
24,0,0,2024-11,37.77
24,0,0,2024-12,37.54
24,0,0,2025-01,45.4
24,0,0,2025-02,39.87
24,0,0,2025-03,38.78
24,0,0,2025-04,40.27
24,0,0,2025-05,39.8
24,0,0,2025-06,35.17
24,0,0,2025-07,30.47
24,0,0,2025-08,38.02
24,0,0,2025-09,40.3
24,0,0,2025-10,37.71
24,0,0,2025-11,37.97
24,0,0,2025-12,40.24
24,0,0,2026-01,42.01
24,0,0,2026-02,39.12
24,0,0,2026-03,38.46
24,0,0,2026-04,35.96
24,0,0,2026-05,42.69
24,0,0,2026-06,41.34
24,0,0,2026-07,37.34
24,0,0,2026-08,32.31
24,0,0,2026-09,39.51
24,0,0,2026-10,35.74
24,0,0,2026-11,37.61
24,0,0,2026-12,39.39
24,0,0,2027-01,39.69
24,0,0,2027-02,39.82
25,0,0,2023-01,9.73
25,0,0,2023-02,17.29
25,0,0,2023-03,20.87
25,0,0,2023-04,19.47
25,0,0,2023-05,18.33
25,0,0,2023-06,17.76
25,0,0,2023-07,18.98
25,0,0,2023-08,16.48
25,0,0,2023-09,16.91
25,0,0,2023-10,18.73
25,0,0,2023-11,18.63
25,0,0,2023-12,18.17
25,0,0,2024-01,22.69
25,0,0,2024-02,21.99
25,0,0,2024-03,20.55
25,0,0,2024-04,22.66
25,0,0,2024-05,19.92
25,0,0,2024-06,17.66
25,0,0,2024-07,20.66
25,0,0,2024-08,16.73
25,0,0,2024-09,20.73
25,0,0,2024-10,17.25
25,0,0,2024-11,17.31
25,0,0,2024-12,11.8
25,0,0,2025-01,19.84
25,0,0,2025-02,16.05
25,0,0,2025-03,21.87
25,0,0,2025-04,19.75
25,0,0,2025-05,14.41
25,0,0,2025-06,18.69
25,0,0,2025-07,14.3
25,0,0,2025-08,15.01
25,0,0,2025-09,18.23
25,0,0,2025-10,21.96
25,0,0,2025-11,22.23
25,0,0,2025-12,19.77
25,0,0,2026-01,19.35
25,0,0,2026-02,22.15
25,0,0,2026-03,24.38
25,0,0,2026-04,12.07
25,0,0,2026-05,19.02
25,0,0,2026-06,17.75
25,0,0,2026-07,15.74
25,0,0,2026-08,18.87
25,0,0,2026-09,18.07
25,0,0,2026-10,15.59
25,0,0,2026-11,11.68
25,0,0,2026-12,14.51
25,0,0,2027-01,13.02
25,0,0,2027-02,15.38
26,1,0,2023-01,45.99
26,1,0,2023-02,39.38
26,1,0,2023-03,38.91
26,1,0,2023-04,37.96
26,1,0,2023-05,39.44
26,1,0,2023-06,42.1
26,1,0,2023-07,40.21
26,1,0,2023-08,38.02
26,1,0,2023-09,31.85
26,1,0,2023-10,42.65
26,1,0,2023-11,38.64
26,1,0,2023-12,37.48
26,1,0,2024-01,34.28
26,1,0,2024-02,40.43
26,1,0,2024-03,32.18
26,1,0,2024-04,40.22
26,1,0,2024-05,42.59
26,1,0,2024-06,36.85
26,1,0,2024-07,40.99
26,1,0,2024-08,42.53
26,1,0,2024-09,40.39
26,1,0,2024-10,39.5
26,1,0,2024-11,30.12
26,1,0,2024-12,41.49
26,1,0,2025-01,38.07
26,1,0,2025-02,36.59
26,1,0,2025-03,42.6
26,1,0,2025-04,43.6
26,1,0,2025-05,43.38
26,1,0,2025-06,36.27
26,1,0,2025-07,35.55
26,1,0,2025-08,42.33
26,1,0,2025-09,36.94
26,1,0,2025-10,38.38
26,1,0,2025-11,43.17
26,1,0,2025-12,40.12
26,1,0,2026-01,33.81
26,1,0,2026-02,34.64
26,1,0,2026-03,44.55
26,1,0,2026-04,38.41
26,1,0,2026-05,35.42
26,1,0,2026-06,33.65
26,1,0,2026-07,34.13
26,1,0,2026-08,31.97
26,1,0,2026-09,35.92
26,1,0,2026-10,37.05
26,1,0,2026-11,34.36
26,1,0,2026-12,35.15
26,1,0,2027-01,35.18
26,1,0,2027-02,38.78
27,1,0,2023-01,42.62
27,1,0,2023-02,37.52
27,1,0,2023-03,37.21
27,1,0,2023-04,35.43
27,1,0,2023-05,38.64
27,1,0,2023-06,37.51
27,1,0,2023-07,47.96
27,1,0,2023-08,40.94
27,1,0,2023-09,42.64
27,1,0,2023-10,42.08
27,1,0,2023-11,33.08
27,1,0,2023-12,34.94
27,1,0,2024-01,39.3
27,1,0,2024-02,38.71
27,1,0,2024-03,44.01
27,1,0,2024-04,43.99
27,1,0,2024-05,40.61
27,1,0,2024-06,39.2
27,1,0,2024-07,38.45
27,1,0,2024-08,41.36
27,1,0,2024-09,35.59
27,1,0,2024-10,38.01
27,1,0,2024-11,31.41
27,1,0,2024-12,33.89
27,1,0,2025-01,31.45
27,1,0,2025-02,41.75
27,1,0,2025-03,42.95
27,1,0,2025-04,39.56
27,1,0,2025-05,44.69
27,1,0,2025-06,37.12
27,1,0,2025-07,40.91
27,1,0,2025-08,36.02
27,1,0,2025-09,40.5
27,1,0,2025-10,37.54
27,1,0,2025-11,41.92
27,1,0,2025-12,41.0
27,1,0,2026-01,37.31
27,1,0,2026-02,39.15
27,1,0,2026-03,41.0
27,1,0,2026-04,38.23
27,1,0,2026-05,33.4
27,1,0,2026-06,34.32
27,1,0,2026-07,34.42
27,1,0,2026-08,32.38
27,1,0,2026-09,32.05
27,1,0,2026-10,34.14
27,1,0,2026-11,31.7
27,1,0,2026-12,28.08
27,1,0,2027-01,30.68
27,1,0,2027-02,32.07
28,0,0,2023-01,44.11
28,0,0,2023-02,46.59
28,0,0,2023-03,44.8
28,0,0,2023-04,48.78
28,0,0,2023-05,44.61
28,0,0,2023-06,47.55
28,0,0,2023-07,49.93
28,0,0,2023-08,46.04
28,0,0,2023-09,43.02
28,0,0,2023-10,41.36
28,0,0,2023-11,42.09
28,0,0,2023-12,35.36
28,0,0,2024-01,46.43
28,0,0,2024-02,46.04
28,0,0,2024-03,48.55
28,0,0,2024-04,43.91
28,0,0,2024-05,50.37
28,0,0,2024-06,47.57
28,0,0,2024-07,47.17
28,0,0,2024-08,41.58
28,0,0,2024-09,44.91
28,0,0,2024-10,42.84
28,0,0,2024-11,43.94
28,0,0,2024-12,38.17
28,0,0,2025-01,45.55
28,0,0,2025-02,49.94
28,0,0,2025-03,48.82
28,0,0,2025-04,47.82
28,0,0,2025-05,43.72
28,0,0,2025-06,48.86
28,0,0,2025-07,42.23
28,0,0,2025-08,43.28
28,0,0,2025-09,38.83
28,0,0,2025-10,42.14
28,0,0,2025-11,42.89
28,0,0,2025-12,46.33
28,0,0,2026-01,44.62
28,0,0,2026-02,46.69
28,0,0,2026-03,52.8
28,0,0,2026-04,43.55
28,0,0,2026-05,48.5
28,0,0,2026-06,48.44
28,0,0,2026-07,47.02
28,0,0,2026-08,47.03
28,0,0,2026-09,45.7
28,0,0,2026-10,46.37
28,0,0,2026-11,43.95
28,0,0,2026-12,43.58
28,0,0,2027-01,44.05
28,0,0,2027-02,46.15
29,1,1,2023-01,19.85
29,1,1,2023-02,19.36
29,1,1,2023-03,27.62
29,1,1,2023-04,16.58
29,1,1,2023-05,23.64
29,1,1,2023-06,27.79
29,1,1,2023-07,24.28
29,1,1,2023-08,21.25
29,1,1,2023-09,22.73
29,1,1,2023-10,25.23
29,1,1,2023-11,21.9
29,1,1,2023-12,21.5
29,1,1,2024-01,24.2
29,1,1,2024-02,29.59
29,1,1,2024-03,24.15
29,1,1,2024-04,18.66
29,1,1,2024-05,26.21
29,1,1,2024-06,25.74
29,1,1,2024-07,24.77
29,1,1,2024-08,28.19
29,1,1,2024-09,17.89
29,1,1,2024-10,21.49
29,1,1,2024-11,19.85
29,1,1,2024-12,25.38
29,1,1,2025-01,28.07
29,1,1,2025-02,21.49
29,1,1,2025-03,22.3
29,1,1,2025-04,26.16
29,1,1,2025-05,25.18
29,1,1,2025-06,25.19
29,1,1,2025-07,23.35
29,1,1,2025-08,24.93
29,1,1,2025-09,24.65
29,1,1,2025-10,19.43
29,1,1,2025-11,20.65
29,1,1,2025-12,27.35
29,1,1,2026-01,23.96
29,1,1,2026-02,29.02
29,1,1,2026-03,18.44
29,1,1,2026-04,24.25
29,1,1,2026-05,23.9
29,1,1,2026-06,21.11
29,1,1,2026-07,13.5
29,1,1,2026-08,13.35
29,1,1,2026-09,14.59
29,1,1,2026-10,13.31
29,1,1,2026-11,14.93
29,1,1,2026-12,18.93
29,1,1,2027-01,14.81
29,1,1,2027-02,16.83
30,0,0,2023-01,37.2
30,0,0,2023-02,28.86
30,0,0,2023-03,33.3
30,0,0,2023-04,36.07
30,0,0,2023-05,36.12
30,0,0,2023-06,39.66
30,0,0,2023-07,32.68
30,0,0,2023-08,31.02
30,0,0,2023-09,32.15
30,0,0,2023-10,35.54
30,0,0,2023-11,33.27
30,0,0,2023-12,33.33
30,0,0,2024-01,31.97
30,0,0,2024-02,36.55
30,0,0,2024-03,35.55
30,0,0,2024-04,38.1
30,0,0,2024-05,36.78
30,0,0,2024-06,38.47
30,0,0,2024-07,35.53
30,0,0,2024-08,29.35
30,0,0,2024-09,35.03
30,0,0,2024-10,36.23
30,0,0,2024-11,31.78
30,0,0,2024-12,33.97
30,0,0,2025-01,29.83
30,0,0,2025-02,30.73
30,0,0,2025-03,34.24
30,0,0,2025-04,37.69
30,0,0,2025-05,32.9
30,0,0,2025-06,38.0
30,0,0,2025-07,35.16
30,0,0,2025-08,33.22
30,0,0,2025-09,33.59
30,0,0,2025-10,35.21
30,0,0,2025-11,32.13
30,0,0,2025-12,37.63
30,0,0,2026-01,37.86
30,0,0,2026-02,29.77
30,0,0,2026-03,37.84
30,0,0,2026-04,34.07
30,0,0,2026-05,36.41
30,0,0,2026-06,35.73
30,0,0,2026-07,33.32
30,0,0,2026-08,37.44
30,0,0,2026-09,36.5
30,0,0,2026-10,32.71
30,0,0,2026-11,31.8
30,0,0,2026-12,35.93
30,0,0,2027-01,38.98
30,0,0,2027-02,37.59
31,1,0,2023-01,43.65
31,1,0,2023-02,46.4
31,1,0,2023-03,46.1
31,1,0,2023-04,40.83
31,1,0,2023-05,44.05
31,1,0,2023-06,44.26
31,1,0,2023-07,38.59
31,1,0,2023-08,39.25
31,1,0,2023-09,36.84
31,1,0,2023-10,41.72
31,1,0,2023-11,40.63
31,1,0,2023-12,47.78
31,1,0,2024-01,41.3
31,1,0,2024-02,39.38
31,1,0,2024-03,43.97
31,1,0,2024-04,44.14
31,1,0,2024-05,39.82
31,1,0,2024-06,41.25
31,1,0,2024-07,37.72
31,1,0,2024-08,41.42
31,1,0,2024-09,45.82
31,1,0,2024-10,41.6
31,1,0,2024-11,41.61
31,1,0,2024-12,39.85
31,1,0,2025-01,45.85
31,1,0,2025-02,43.46
31,1,0,2025-03,47.75
31,1,0,2025-04,42.55
31,1,0,2025-05,46.36
31,1,0,2025-06,36.14
31,1,0,2025-07,45.09
31,1,0,2025-08,45.05
31,1,0,2025-09,41.08
31,1,0,2025-10,42.95
31,1,0,2025-11,39.61
31,1,0,2025-12,41.91
31,1,0,2026-01,41.27
31,1,0,2026-02,37.89
31,1,0,2026-03,43.07
31,1,0,2026-04,38.17
31,1,0,2026-05,38.11
31,1,0,2026-06,38.74
31,1,0,2026-07,33.74
31,1,0,2026-08,36.79
31,1,0,2026-09,30.75
31,1,0,2026-10,37.85
31,1,0,2026-11,35.39
31,1,0,2026-12,38.04
31,1,0,2027-01,37.92
31,1,0,2027-02,40.99
32,0,0,2023-01,22.26
32,0,0,2023-02,26.79
32,0,0,2023-03,25.86
32,0,0,2023-04,26.42
32,0,0,2023-05,29.38
32,0,0,2023-06,27.98
32,0,0,2023-07,31.33
32,0,0,2023-08,23.19
32,0,0,2023-09,24.45
32,0,0,2023-10,21.64
32,0,0,2023-11,19.41
32,0,0,2023-12,26.87
32,0,0,2024-01,28.78
32,0,0,2024-02,26.23
32,0,0,2024-03,29.12
32,0,0,2024-04,29.57
32,0,0,2024-05,29.05
32,0,0,2024-06,30.02
32,0,0,2024-07,25.31
32,0,0,2024-08,24.78
32,0,0,2024-09,25.12
32,0,0,2024-10,26.24
32,0,0,2024-11,26.95
32,0,0,2024-12,27.63
32,0,0,2025-01,23.7
32,0,0,2025-02,28.89
32,0,0,2025-03,20.66
32,0,0,2025-04,23.43
32,0,0,2025-05,30.53
32,0,0,2025-06,32.05
32,0,0,2025-07,26.71
32,0,0,2025-08,27.48
32,0,0,2025-09,25.25
32,0,0,2025-10,23.01
32,0,0,2025-11,20.55
32,0,0,2025-12,23.72
32,0,0,2026-01,23.65
32,0,0,2026-02,27.56
32,0,0,2026-03,35.54
32,0,0,2026-04,29.54
32,0,0,2026-05,31.52
32,0,0,2026-06,31.05
32,0,0,2026-07,25.46
32,0,0,2026-08,24.77
32,0,0,2026-09,26.85
32,0,0,2026-10,28.36
32,0,0,2026-11,26.85
32,0,0,2026-12,28.66
32,0,0,2027-01,25.21
32,0,0,2027-02,31.23
33,1,1,2023-01,51.11
33,1,1,2023-02,52.7
33,1,1,2023-03,51.37
33,1,1,2023-04,50.31
33,1,1,2023-05,50.64
33,1,1,2023-06,54.38
33,1,1,2023-07,52.15
33,1,1,2023-08,45.51
33,1,1,2023-09,51.29
33,1,1,2023-10,47.84
33,1,1,2023-11,55.44
33,1,1,2023-12,50.28
33,1,1,2024-01,53.53
33,1,1,2024-02,53.16
33,1,1,2024-03,54.76
33,1,1,2024-04,51.9
33,1,1,2024-05,58.83
33,1,1,2024-06,53.24
33,1,1,2024-07,48.58
33,1,1,2024-08,51.58
33,1,1,2024-09,48.18
33,1,1,2024-10,47.8
33,1,1,2024-11,49.43
33,1,1,2024-12,43.81
33,1,1,2025-01,55.5
33,1,1,2025-02,52.9
33,1,1,2025-03,52.15
33,1,1,2025-04,50.44
33,1,1,2025-05,55.94
33,1,1,2025-06,50.16
33,1,1,2025-07,52.94
33,1,1,2025-08,50.48
33,1,1,2025-09,50.53
33,1,1,2025-10,48.96
33,1,1,2025-11,50.87
33,1,1,2025-12,47.75
33,1,1,2026-01,51.46
33,1,1,2026-02,56.05
33,1,1,2026-03,45.78
33,1,1,2026-04,47.48
33,1,1,2026-05,50.04
33,1,1,2026-06,44.45
33,1,1,2026-07,49.24
33,1,1,2026-08,42.75
33,1,1,2026-09,47.01
33,1,1,2026-10,38.77
33,1,1,2026-11,45.43
33,1,1,2026-12,40.87
33,1,1,2027-01,43.51
33,1,1,2027-02,43.62
34,0,0,2023-01,30.32
34,0,0,2023-02,29.02
34,0,0,2023-03,33.62
34,0,0,2023-04,26.95
34,0,0,2023-05,26.5
34,0,0,2023-06,20.61
34,0,0,2023-07,29.26
34,0,0,2023-08,25.14
34,0,0,2023-09,26.83
34,0,0,2023-10,25.91
34,0,0,2023-11,23.48
34,0,0,2023-12,28.97
34,0,0,2024-01,26.95
34,0,0,2024-02,25.62
34,0,0,2024-03,27.41
34,0,0,2024-04,27.56
34,0,0,2024-05,32.6
34,0,0,2024-06,29.88
34,0,0,2024-07,24.92
34,0,0,2024-08,29.61
34,0,0,2024-09,25.76
34,0,0,2024-10,19.84
34,0,0,2024-11,21.57
34,0,0,2024-12,22.93
34,0,0,2025-01,32.86
34,0,0,2025-02,26.38
34,0,0,2025-03,25.48
34,0,0,2025-04,28.0
34,0,0,2025-05,31.16
34,0,0,2025-06,24.0
34,0,0,2025-07,26.74
34,0,0,2025-08,30.82
34,0,0,2025-09,26.27
34,0,0,2025-10,27.27
34,0,0,2025-11,25.69
34,0,0,2025-12,28.97
34,0,0,2026-01,26.31
34,0,0,2026-02,27.11
34,0,0,2026-03,26.35
34,0,0,2026-04,32.07
34,0,0,2026-05,26.81
34,0,0,2026-06,29.62
34,0,0,2026-07,31.07
34,0,0,2026-08,27.08
34,0,0,2026-09,23.28
34,0,0,2026-10,32.87
34,0,0,2026-11,28.8
34,0,0,2026-12,29.89
34,0,0,2027-01,27.67
34,0,0,2027-02,33.72
35,0,0,2023-01,31.7
35,0,0,2023-02,28.86
35,0,0,2023-03,32.71
35,0,0,2023-04,29.09
35,0,0,2023-05,28.94
35,0,0,2023-06,25.83
35,0,0,2023-07,25.15
35,0,0,2023-08,26.77
35,0,0,2023-09,21.57
35,0,0,2023-10,28.5
35,0,0,2023-11,28.39
35,0,0,2023-12,29.31
35,0,0,2024-01,25.51
35,0,0,2024-02,28.39
35,0,0,2024-03,29.72
35,0,0,2024-04,28.61
35,0,0,2024-05,21.51
35,0,0,2024-06,27.99
35,0,0,2024-07,27.63
35,0,0,2024-08,25.27
35,0,0,2024-09,25.1
35,0,0,2024-10,24.38
35,0,0,2024-11,27.75
35,0,0,2024-12,31.06
35,0,0,2025-01,26.47
35,0,0,2025-02,31.65
35,0,0,2025-03,29.38
35,0,0,2025-04,28.48
35,0,0,2025-05,27.4
35,0,0,2025-06,25.94
35,0,0,2025-07,27.17
35,0,0,2025-08,27.49
35,0,0,2025-09,26.6
35,0,0,2025-10,29.06
35,0,0,2025-11,31.06
35,0,0,2025-12,29.86
35,0,0,2026-01,34.58
35,0,0,2026-02,26.05
35,0,0,2026-03,30.4
35,0,0,2026-04,31.22
35,0,0,2026-05,29.84
35,0,0,2026-06,33.02
35,0,0,2026-07,25.62
35,0,0,2026-08,31.18
35,0,0,2026-09,28.41
35,0,0,2026-10,23.94
35,0,0,2026-11,24.54
35,0,0,2026-12,30.55
35,0,0,2027-01,26.68
35,0,0,2027-02,29.41
36,0,0,2023-01,52.61
36,0,0,2023-02,47.69
36,0,0,2023-03,55.58
36,0,0,2023-04,54.44
36,0,0,2023-05,57.93
36,0,0,2023-06,54.56
36,0,0,2023-07,48.95
36,0,0,2023-08,47.17
36,0,0,2023-09,56.5
36,0,0,2023-10,51.85
36,0,0,2023-11,46.41
36,0,0,2023-12,52.74
36,0,0,2024-01,49.75
36,0,0,2024-02,53.49
36,0,0,2024-03,55.02
36,0,0,2024-04,53.05
36,0,0,2024-05,48.05
36,0,0,2024-06,49.66
36,0,0,2024-07,50.29
36,0,0,2024-08,52.91
36,0,0,2024-09,46.36
36,0,0,2024-10,53.22
36,0,0,2024-11,45.73
36,0,0,2024-12,50.85
36,0,0,2025-01,54.5
36,0,0,2025-02,51.59
36,0,0,2025-03,52.1
36,0,0,2025-04,54.26
36,0,0,2025-05,45.87
36,0,0,2025-06,53.16
36,0,0,2025-07,51.65
36,0,0,2025-08,54.35
36,0,0,2025-09,50.35
36,0,0,2025-10,52.45
36,0,0,2025-11,56.02
36,0,0,2025-12,58.24
36,0,0,2026-01,54.15
36,0,0,2026-02,52.46
36,0,0,2026-03,55.76
36,0,0,2026-04,50.82
36,0,0,2026-05,59.87
36,0,0,2026-06,59.57
36,0,0,2026-07,52.84
36,0,0,2026-08,51.22
36,0,0,2026-09,52.81
36,0,0,2026-10,53.44
36,0,0,2026-11,47.7
36,0,0,2026-12,48.3
36,0,0,2027-01,53.82
36,0,0,2027-02,50.5
37,1,0,2023-01,51.16
37,1,0,2023-02,50.15
37,1,0,2023-03,45.93
37,1,0,2023-04,49.29
37,1,0,2023-05,49.38
37,1,0,2023-06,52.84
37,1,0,2023-07,53.17
37,1,0,2023-08,46.16
37,1,0,2023-09,49.76
37,1,0,2023-10,49.4
37,1,0,2023-11,40.64
37,1,0,2023-12,45.85
37,1,0,2024-01,46.37
37,1,0,2024-02,52.04
37,1,0,2024-03,49.39
37,1,0,2024-04,50.26
37,1,0,2024-05,44.45
37,1,0,2024-06,54.87
37,1,0,2024-07,47.56
37,1,0,2024-08,51.3
37,1,0,2024-09,51.29
37,1,0,2024-10,44.46
37,1,0,2024-11,44.93
37,1,0,2024-12,43.98
37,1,0,2025-01,47.39
37,1,0,2025-02,45.05
37,1,0,2025-03,49.25
37,1,0,2025-04,50.93
37,1,0,2025-05,46.84
37,1,0,2025-06,48.64
37,1,0,2025-07,48.27
37,1,0,2025-08,49.07
37,1,0,2025-09,49.37
37,1,0,2025-10,45.9
37,1,0,2025-11,46.39
37,1,0,2025-12,51.64
37,1,0,2026-01,52.05
37,1,0,2026-02,50.24
37,1,0,2026-03,41.61
37,1,0,2026-04,45.84
37,1,0,2026-05,42.53
37,1,0,2026-06,45.33
37,1,0,2026-07,43.94
37,1,0,2026-08,40.98
37,1,0,2026-09,43.05
37,1,0,2026-10,42.27
37,1,0,2026-11,42.74
37,1,0,2026-12,44.02
37,1,0,2027-01,48.23
37,1,0,2027-02,45.96
38,1,0,2023-01,44.36
38,1,0,2023-02,46.12
38,1,0,2023-03,43.19
38,1,0,2023-04,46.12
38,1,0,2023-05,43.03
38,1,0,2023-06,46.23
38,1,0,2023-07,47.99
38,1,0,2023-08,44.44
38,1,0,2023-09,42.85
38,1,0,2023-10,46.98
38,1,0,2023-11,45.25
38,1,0,2023-12,45.38
